,Nome,Sobrenome,Nacionalidade,Posição,Clube,Liga,Idade,Ano em que nasceu,Jogos em que entrou,Jogos Iniciados,Minutos jogados,90 min jogados,Gols,Assistências,G+A,Gols Normais,Penâltis Batidos,Penâltis Tentados,Cartões Amarelos,Cartões Vermelhos,Gols esperados,Gols normais previstos,Gols Assistidos Esperados,"Gols esperados,exceto pênaltis,+gols assistidos",Carregada Progressiva,Passes Progressivos,Passes Progressivos Recebidos,Gols/90min,Assis/90min,(Gols+Assis)/90min,Gols Normais/90min,(Gols normais+Assis)/90min,Gols previstos por 90min,Gols Assistidos esperados em 90min, Gols esperados+gols previstos em 90min,Gols normais previstos em 90min,"Gols esperados,exceto pênaltis,+gols assistidos em 90min"
2082,Florian,Thauvin, FRA,AT,Udinese, Serie A,30,1993,15,9,787.0,8.7,2,1,3,1,1,1,3,3,3.1,2.3,1.9,"4,2",29.0,33.0,53.0,"0,23","0,11","0,34","0,11","0,23","0,35","0,22","0,58","0,26","0,49"
2083,Arthur,Theate, BEL,ZG,Rennes, Ligue 1,23,2000,14,14,1209.0,13.4,1,0,1,1,0,0,2,2,1.4,1.4,0.3,"1,7",14.0,75.0,3.0,"0,07","0,00","0,07","0,07","0,07","0,11","0,02","0,13","0,11","0,13"
2084,Norman,Theuerkauf, GER,"LT,ZG",Heidenheim, Bundesliga,36,1987,12,9,727.0,8.1,0,1,1,0,0,0,2,2,0.1,0.1,0.3,"0,5",2.0,24.0,13.0,"0,00","0,12","0,12","0,00","0,12","0,02","0,04","0,06","0,02","0,06"
2085,Malick,Thiaw, GER,ZG,Milan, Serie A,22,2001,11,11,924.0,10.3,0,0,0,0,0,0,3,3,0.1,0.1,0.1,"0,2",12.0,44.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,02","0,01","0,02"
2086,Jan,Thielmann, GER,"AT,LT",Köln, Bundesliga,21,2002,7,5,437.0,4.9,0,0,0,0,0,0,1,1,0.6,0.6,0.2,"0,8",16.0,20.0,20.0,"0,00","0,00","0,00","0,00","0,00","0,12","0,04","0,17","0,12","0,17"
2087,Denis,Thomalla, GER,"LT,AT",Heidenheim, Bundesliga,31,1992,14,3,353.0,3.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,"0,6",3.0,19.0,14.0,"0,00","0,00","0,00","0,00","0,00","0,07","0,08","0,15","0,07","0,15"
2088,Luke,Thomas,ENG,ZG,Sheffield Utd,Premier League,22,2001,11,10,828.0,9.2,0,0,0,0,0,0,3,3,0.5,0.5,0.1,"0,6",8.0,33.0,21.0,"0,00","0,00","0,00","0,00","0,00","0,06","0,01","0,06","0,06","0,06"
2089,Adrien,Thomasson, FRA,LT,Lens, Ligue 1,30,1993,16,11,895.0,9.9,1,0,1,1,0,0,0,0,2.9,2.9,1.7,"4,6",16.0,46.0,87.0,"0,10","0,00","0,10","0,10","0,10","0,29","0,17","0,47","0,29","0,47"
2090,Morten,Thorsby, NOR,LT,Genoa, Serie A,27,1996,12,4,615.0,6.8,1,1,2,1,0,0,1,1,1.0,1.0,0.8,"1,8",1.0,20.0,20.0,"0,15","0,15","0,29","0,15","0,29","0,14","0,12","0,26","0,14","0,26"
2091,Kristian,Thorstvedt, NOR,LT,Sassuolo, Serie A,24,1999,14,10,859.0,9.5,3,0,3,3,0,0,3,3,2.3,2.3,0.8,"3,1",15.0,60.0,36.0,"0,31","0,00","0,31","0,31","0,31","0,24","0,08","0,32","0,24","0,32"
2092,Khéphren,Thuram, FRA,LT,Nice, Ligue 1,22,2001,12,11,908.0,10.1,0,0,0,0,0,0,3,3,1.4,1.4,1.8,"3,1",30.0,47.0,28.0,"0,00","0,00","0,00","0,00","0,00","0,14","0,17","0,31","0,14","0,31"
2093,Marcus,Thuram, FRA,AT,Inter, Serie A,26,1997,17,17,1292.0,14.4,7,6,13,7,0,0,2,2,8.8,8.8,1.4,"10,2",36.0,27.0,100.0,"0,49","0,42","0,91","0,49","0,91","0,61","0,10","0,71","0,61","0,71"
2094,Cheikh,Tidiane Sabaly, SEN,AT,Metz, Ligue 1,24,1999,15,13,951.0,10.6,3,0,3,3,0,0,1,1,1.3,1.3,0.8,"2,1",19.0,20.0,47.0,"0,28","0,00","0,28","0,28","0,28","0,13","0,08","0,20","0,13","0,20"
2095,Youri,Tielemans, BEL,"LT,AT",Aston Villa,Premier League,26,1997,16,4,564.0,6.3,0,3,3,0,0,0,0,0,0.2,0.2,1.2,"1,4",12.0,54.0,27.0,"0,00","0,48","0,48","0,00","0,48","0,04","0,19","0,23","0,04","0,23"
2096,Kieran,Tierney,SCO,ZG,Real Sociedad, La Liga,26,1997,8,8,567.0,6.3,0,1,1,0,0,0,1,1,0.1,0.1,0.3,"0,4",12.0,29.0,15.0,"0,00","0,16","0,16","0,00","0,16","0,02","0,04","0,06","0,02","0,06"
2097,Phillip,Tietz, GER,AT,Augsburg, Bundesliga,26,1997,16,13,1054.9999999999998,11.7,3,2,5,3,0,0,0,0,4.8,4.8,1.2,"6,0",6.0,15.0,49.0,"0,26","0,17","0,43","0,26","0,43","0,41","0,10","0,51","0,41","0,51"
2098,Steffen,Tigges, GER,"AT,LT",Köln, Bundesliga,25,1998,11,4,372.0,4.1,0,0,0,0,0,0,0,0,0.5,0.5,0.4,"0,8",3.0,6.0,25.0,"0,00","0,00","0,00","0,00","0,00","0,11","0,09","0,20","0,11","0,20"
2099,Jurriën,Timber, NED,ZG,Arsenal,Premier League,22,2001,1,1,49.0,0.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,7.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2100,Jean-Clair,Todibo, FRA,ZG,Nice, Ligue 1,23,1999,14,14,1227.0000000000002,13.6,0,1,1,0,0,0,1,1,0.5,0.5,0.5,"1,0",10.0,66.0,1.0,"0,00","0,07","0,07","0,00","0,07","0,04","0,04","0,07","0,04","0,07"
2101,Harry,Toffolo,ENG,ZG,Nott'ham Forest,Premier League,28,1995,12,10,918.0,10.2,1,3,4,1,0,0,2,2,1.6,1.6,1.1,"2,8",2.0,25.0,24.0,"0,10","0,29","0,39","0,10","0,39","0,16","0,11","0,27","0,16","0,27"
2102,Umut,Tohumcu, GER,LT,Hoffenheim, Bundesliga,19,2004,4,3,203.0,2.3,0,1,1,0,0,0,2,2,0.1,0.1,0.4,"0,5",3.0,8.0,7.0,"0,00","0,44","0,44","0,00","0,44","0,05","0,18","0,23","0,05","0,23"
2103,Corentin,Tolisso, FRA,LT,Lyon, Ligue 1,29,1994,12,10,861.0,9.6,1,0,1,0,1,1,3,3,1.7,0.9,1.2,"2,1",11.0,85.0,29.0,"0,10","0,00","0,10","0,00","0,00","0,17","0,12","0,30","0,09","0,21"
2104,Jeremy,Toljan, GER,ZG,Sassuolo, Serie A,29,1994,16,16,144.0,16.0,0,5,5,0,0,0,1,1,0.3,0.3,1.4,"1,6",31.0,56.0,56.0,"0,00","0,31","0,31","0,00","0,31","0,02","0,09","0,10","0,02","0,10"
2105,Rafael,Tolói, ITA,ZG,Atalanta, Serie A,33,1990,7,4,431.0,4.8,0,0,0,0,0,0,4,4,0.0,0.0,0.0,"0,1",5.0,19.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,01"
2106,Raúl,de Tomás, ESP,AT,Rayo Vallecano, La Liga,29,1994,14,10,799.0,8.9,0,2,2,0,0,0,3,3,1.8,1.8,1.2,"3,0",9.0,15.0,45.0,"0,00","0,23","0,23","0,00","0,23","0,20","0,14","0,34","0,20","0,34"
2107,Tiago,Tomás, POR,"AT,LT",Wolfsburg, Bundesliga,21,2002,14,6,583.0,6.5,1,0,1,1,0,0,2,2,1.9,1.9,0.3,"2,3",15.0,12.0,70.0,"0,15","0,00","0,15","0,15","0,15","0,29","0,05","0,35","0,29","0,35"
2108,Takehiro,Tomiyasu, JPN,ZG,Arsenal,Premier League,25,1998,12,5,589.0,6.5,1,1,2,1,0,0,2,2,0.5,0.5,0.2,"0,7",10.0,49.0,20.0,"0,15","0,15","0,31","0,15","0,31","0,08","0,03","0,11","0,08","0,11"
2109,James,Tomkins,ENG,ZG,Crystal Palace,Premier League,34,1989,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2110,Fikayo,Tomori,ENG,ZG,Milan, Serie A,26,1997,16,16,1384.0,15.4,3,0,3,3,0,0,4,4,2.3,2.3,0.0,"2,3",13.0,52.0,1.0,"0,20","0,00","0,20","0,20","0,20","0,15","0,00","0,15","0,15","0,15"
2111,Sandro,Tonali, ITA,LT,Newcastle Utd,Premier League,23,2000,8,5,438.0,4.9,1,0,1,1,0,0,2,2,0.7,0.7,0.6,"1,3",11.0,19.0,21.0,"0,21","0,00","0,21","0,21","0,21","0,13","0,13","0,26","0,13","0,26"
2112,Pablo,Torre, ESP,"LT,AT",Girona, La Liga,20,2003,12,1,298.0,3.3,0,0,0,0,0,0,0,0,0.5,0.5,0.4,"1,0",10.0,28.0,20.0,"0,00","0,00","0,00","0,00","0,00","0,16","0,13","0,30","0,16","0,30"
2113,Raúl,Torrente, ESP,ZG,Granada, La Liga,22,2001,13,11,1034.0,11.5,0,0,0,0,0,0,3,3,0.2,0.2,0.4,"0,6",2.0,26.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,04","0,05","0,01","0,05"
2114,Ferrán,Torres, ESP,AT,Barcelona, La Liga,23,2000,17,7,730.0,8.1,3,1,4,3,0,0,2,2,2.8,2.8,2.1,"4,8",16.0,29.0,71.0,"0,37","0,12","0,49","0,37","0,49","0,34","0,26","0,60","0,34","0,60"
2115,Óliver,Torres, ESP,LT,Sevilla, La Liga,29,1994,14,8,733.0,8.1,0,0,0,0,0,0,3,3,0.3,0.3,0.7,"1,0",15.0,45.0,63.0,"0,00","0,00","0,00","0,00","0,00","0,04","0,08","0,12","0,04","0,12"
2116,Pau,Torres, ESP,ZG,Aston Villa,Premier League,26,1997,17,16,149.0,16.6,2,0,2,2,0,0,1,1,0.9,0.9,0.4,"1,3",30.0,91.0,13.0,"0,12","0,00","0,12","0,12","0,12","0,06","0,02","0,08","0,06","0,08"
2117,Lucas,Torró, ESP,LT,Osasuna, La Liga,29,1994,14,13,1022.0,11.4,0,0,0,0,0,0,3,3,0.9,0.9,0.1,"0,9",0.0,31.0,5.0,"0,00","0,00","0,00","0,00","0,00","0,07","0,01","0,08","0,07","0,08"
2118,Fabio,Torsiello, ITA,"ZG,AT",Darmstadt 98, Bundesliga,18,2005,3,0,26.0,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",1.0,1.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,30","0,00","0,30","0,30","0,30"
2119,Ahmed,Touba, ALG,"ZG,AT",Lecce, Serie A,25,1998,3,1,114.0,1.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,2.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,02","0,02","0,02"
2120,Abdoulaye,Touré, GUI,LT,Le Havre, Ligue 1,29,1994,17,15,126.0,14.0,0,0,0,0,0,0,1,1,1.0,1.0,0.6,"1,6",10.0,71.0,11.0,"0,00","0,00","0,00","0,00","0,00","0,07","0,05","0,11","0,07","0,11"
2121,Souleymane,Touré, FRA,ZG,Lorient, Ligue 1,20,2003,11,10,900.0,10.0,1,1,2,1,0,0,3,3,1.2,1.2,0.3,"1,5",13.0,32.0,13.0,"0,10","0,10","0,20","0,10","0,20","0,12","0,03","0,15","0,12","0,15"
2122,Lucas,Tousart, FRA,LT,Union Berlin, Bundesliga,26,1997,6,3,305.0,3.4,0,0,0,0,0,0,1,1,0.1,0.1,0.4,"0,5",2.0,8.0,11.0,"0,00","0,00","0,00","0,00","0,00","0,04","0,12","0,16","0,04","0,16"
2123,Andros,Townsend,ENG,"LT,AT",Luton Town,Premier League,32,1991,9,6,476.0,5.3,1,2,3,1,0,0,0,0,0.7,0.7,0.5,"1,1",12.0,13.0,22.0,"0,19","0,38","0,57","0,19","0,57","0,13","0,09","0,22","0,13","0,22"
2124,James,Trafford,ENG,G,Burnley,Premier League,21,2002,18,18,1620.0000000000002,18.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,3.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2125,Adama,Traoré, ESP,"AT,ZG",Fulham,Premier League,27,1996,4,0,44.0,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,"0,2",2.0,2.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,42","0,00","0,42","0,42","0,42"
2126,Bertrand,Traoré, BFA,"ZG,AT",Aston Villa,Premier League,28,1995,2,0,11.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2127,Boubacar,Traoré, MLI,LT,Wolves,Premier League,22,2001,11,3,384.0,4.3,0,0,0,0,0,0,1,1,0.1,0.1,0.1,"0,2",4.0,12.0,9.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,02","0,04","0,02","0,04"
2128,Chaka,Traorè, CIV,AT,Milan, Serie A,19,2004,1,0,13.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1.0,0.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2129,Hamari,Traoré, MLI,ZG,Real Sociedad, La Liga,31,1992,18,16,1384.0,15.4,0,2,2,0,0,0,4,4,0.1,0.1,1.1,"1,2",29.0,85.0,42.0,"0,00","0,13","0,13","0,00","0,13","0,01","0,07","0,08","0,01","0,08"
2130,Ismaël,Traoré, CIV,ZG,Metz, Ligue 1,37,1986,13,13,117.0,13.0,1,0,1,1,0,0,0,0,0.4,0.4,0.0,"0,4",1.0,17.0,0.0,"0,08","0,00","0,08","0,08","0,08","0,03","0,00","0,03","0,03","0,03"
2131,Omar,Traoré, GER,ZG,Heidenheim, Bundesliga,25,1998,15,13,1136.0,12.6,0,1,1,0,0,0,2,2,0.1,0.1,0.7,"0,7",29.0,36.0,40.0,"0,00","0,08","0,08","0,00","0,08","0,01","0,05","0,06","0,01","0,06"
2132,Kevin,Trapp, GER,G,Eint Frankfurt, Bundesliga,33,1990,15,15,135.0,15.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2133,Óscar,Trejo, ARG,"AT,LT",Rayo Vallecano, La Liga,35,1988,15,9,677.0,7.5,0,0,0,0,0,0,2,2,0.5,0.5,0.6,"1,1",12.0,61.0,31.0,"0,00","0,00","0,00","0,00","0,00","0,06","0,09","0,15","0,06","0,15"
2134,Mike,Trésor, BEL,"AT,LT",Burnley,Premier League,24,1999,11,2,320.0,3.6,0,0,0,0,0,0,0,0,0.5,0.5,0.4,"0,8",11.0,10.0,24.0,"0,00","0,00","0,00","0,00","0,00","0,13","0,11","0,24","0,13","0,24"
2135,Manu,Trigueros, ESP,"LT,AT",Villarreal, La Liga,32,1991,6,1,144.0,1.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,"0,4",2.0,11.0,8.0,"0,00","0,00","0,00","0,00","0,00","0,25","0,00","0,25","0,25","0,25"
2136,Christopher,Trimmel, AUT,"ZG,LT",Union Berlin, Bundesliga,36,1987,11,8,750.0,8.3,0,1,1,0,0,0,0,0,0.4,0.4,0.8,"1,2",8.0,39.0,38.0,"0,00","0,12","0,12","0,00","0,12","0,05","0,10","0,15","0,05","0,14"
2137,Kieran,Trippier,ENG,ZG,Newcastle Utd,Premier League,33,1990,17,17,1482.0,16.5,0,7,7,0,0,0,5,5,0.3,0.3,6.1,"6,4",27.0,119.0,92.0,"0,00","0,43","0,43","0,00","0,43","0,02","0,37","0,39","0,02","0,39"
2138,Leandro,Trossard, BEL,"AT,LT",Arsenal,Premier League,29,1994,14,5,564.0,6.3,3,1,4,3,0,0,0,0,2.0,2.0,1.7,"3,7",16.0,32.0,49.0,"0,48","0,16","0,64","0,48","0,64","0,32","0,27","0,59","0,32","0,59"
2139,Adrien,Truffert, FRA,ZG,Rennes, Ligue 1,22,2001,16,13,1096.0,12.2,1,1,2,1,0,0,1,1,1.3,1.3,0.9,"2,2",24.0,42.0,93.0,"0,08","0,08","0,16","0,08","0,16","0,11","0,08","0,18","0,11","0,18"
2140,Auston,Trusty, USA,ZG,Sheffield Utd,Premier League,25,1998,13,11,1003.9999999999999,11.2,0,0,0,0,0,0,3,3,0.0,0.0,0.0,"0,1",4.0,12.0,5.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,01"
2141,Kostas,Tsimikas, GRE,ZG,Liverpool,Premier League,27,1996,10,8,664.0,7.4,0,3,3,0,0,0,0,0,0.1,0.1,0.9,"1,0",21.0,31.0,64.0,"0,00","0,41","0,41","0,00","0,41","0,01","0,12","0,13","0,01","0,13"
2142,Viktor,Tsyhankov, UKR,"LT,ZG",Girona, La Liga,26,1997,14,12,952.0,10.6,3,3,6,3,0,0,0,0,2.8,2.8,3.8,"6,6",33.0,39.0,95.0,"0,28","0,28","0,57","0,28","0,57","0,26","0,36","0,62","0,26","0,62"
2143,Stefano,Turati, ITA,G,Frosinone, Serie A,22,2001,16,16,144.0,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2144,Matt,Turner, USA,G,Nott'ham Forest,Premier League,29,1994,13,13,117.0,13.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2145,Beñat,Turrientes, ESP,LT,Real Sociedad, La Liga,21,2002,12,6,581.0,6.5,0,0,0,0,0,0,1,1,0.6,0.6,0.4,"1,0",9.0,15.0,10.0,"0,00","0,00","0,00","0,00","0,00","0,10","0,06","0,16","0,10","0,16"
2146,Destiny,Udogie, ITA,ZG,Tottenham,Premier League,21,2002,15,15,1232.0,13.7,1,2,3,1,0,0,7,7,1.4,1.4,0.9,"2,3",36.0,66.0,71.0,"0,07","0,15","0,22","0,07","0,22","0,10","0,06","0,17","0,10","0,17"
2147,Matthieu,Udol, FRA,ZG,Metz, Ligue 1,27,1996,15,15,135.0,15.0,1,3,4,1,0,0,3,3,0.7,0.7,1.9,"2,5",26.0,55.0,39.0,"0,07","0,20","0,27","0,07","0,27","0,04","0,13","0,17","0,04","0,17"
2148,Manuel,Ugarte Ribeiro, URU,LT,Paris S-G, Ligue 1,22,2001,13,11,1012.9999999999998,11.3,0,2,2,0,0,0,2,2,0.4,0.4,0.7,"1,1",9.0,46.0,14.0,"0,00","0,18","0,18","0,00","0,18","0,04","0,06","0,09","0,04","0,09"
2149,Lesley,Ugochukwu, FRA,LT,Chelsea,Premier League,19,2004,10,3,273.0,3.0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,"0,0",6.0,15.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,01"
2150,Lukas,Ullrich, GER,ZG,M'Gladbach, Bundesliga,19,2004,2,0,21.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,5.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2151,Sven,Ulreich, GER,G,Bayern Munich, Bundesliga,35,1988,8,8,720.0,8.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2152,Samuel,Umtiti, FRA,ZG,Lille, Ligue 1,30,1993,6,2,185.0,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,8.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2153,Deniz,Undav, GER,AT,Stuttgart, Bundesliga,27,1996,13,8,780.0,8.7,9,3,12,9,0,1,3,3,7.9,7.1,2.5,"9,6",19.0,35.0,64.0,"1,04","0,35","1,38","1,04","1,38","0,91","0,28","1,19","0,82","1,10"
2154,Dayot,Upamecano, FRA,ZG,Bayern Munich, Bundesliga,25,1998,13,12,105.0,11.7,1,0,1,1,0,0,1,1,0.9,0.9,0.4,"1,3",12.0,69.0,1.0,"0,09","0,00","0,09","0,09","0,09","0,07","0,03","0,11","0,07","0,11"
2155,Kacper,Urbanski, POL,"AT,LT",Bologna, Serie A,19,2004,7,0,118.0,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,"0,2",6.0,2.0,12.0,"0,00","0,00","0,00","0,00","0,00","0,07","0,10","0,16","0,07","0,16"
2156,Mark,Uth, GER,"LT,AT",Köln, Bundesliga,32,1991,7,3,258.0,2.9,0,0,0,0,0,0,1,1,1.2,1.2,0.7,"1,8",6.0,9.0,20.0,"0,00","0,00","0,00","0,00","0,00","0,41","0,23","0,64","0,41","0,64"
2157,Myrto,Uzuni, ALB,"AT,LT",Granada, La Liga,28,1995,18,15,1311.0,14.6,5,0,5,3,2,2,1,1,5.3,3.7,1.4,"5,1",15.0,10.0,52.0,"0,34","0,00","0,34","0,21","0,21","0,36","0,09","0,46","0,25","0,35"
2158,Josha,Vagnoman, GER,"ZG,LT",Stuttgart, Bundesliga,23,2000,6,2,260.0,2.9,0,1,1,0,0,0,0,0,0.5,0.5,0.8,"1,3",6.0,7.0,17.0,"0,00","0,35","0,35","0,00","0,35","0,18","0,27","0,45","0,18","0,45"
2159,Óscar,Valentín, ESP,LT,Rayo Vallecano, La Liga,29,1994,16,15,1311.0,14.6,1,0,1,1,0,0,4,4,1.2,1.2,0.4,"1,6",14.0,63.0,7.0,"0,07","0,00","0,07","0,07","0,07","0,08","0,03","0,11","0,08","0,11"
2160,Martin,Valjent, SVK,ZG,Mallorca, La Liga,28,1995,16,16,1373.0,15.3,0,0,0,0,0,0,3,3,0.1,0.1,0.1,"0,2",14.0,28.0,4.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,01","0,01","0,01"
2161,Jesús,Vallejo, ESP,ZG,Granada, La Liga,26,1997,2,1,97.0,1.1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",1.0,2.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2162,Álvaro,Vallés, ESP,G,Las Palmas, La Liga,26,1997,18,18,1620.0000000000002,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2163,Federico,Valverde, URU,LT,Real Madrid, La Liga,25,1998,18,17,1474.0,16.4,1,2,3,1,0,0,1,1,2.1,2.1,2.7,"4,8",58.0,120.0,52.0,"0,06","0,12","0,18","0,06","0,18","0,13","0,16","0,29","0,13","0,29"
2164,Kévin,Van Den Kerkhof, ALG,AT,Metz, Ligue 1,27,1996,13,8,802.0,8.9,1,2,3,1,0,0,1,1,0.6,0.6,1.1,"1,7",37.0,15.0,70.0,"0,11","0,22","0,34","0,11","0,34","0,07","0,13","0,20","0,07","0,20"
2165,Siebe,Van Der Heyden, BEL,ZG,Mallorca, La Liga,25,1998,4,3,230.0,2.6,0,0,0,0,0,0,1,1,0.1,0.1,0.0,"0,1",0.0,1.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,03","0,03","0,03"
2166,Virgil,van Dijk, NED,ZG,Liverpool,Premier League,32,1991,16,16,1377.0,15.3,1,2,3,1,0,0,1,1,1.4,1.4,1.1,"2,5",14.0,80.0,2.0,"0,07","0,13","0,20","0,07","0,20","0,09","0,07","0,16","0,09","0,16"
2167,Raphaël,Varane, FRA,ZG,Manchester Utd,Premier League,30,1993,9,5,433.0,4.8,1,0,1,1,0,0,0,0,1.1,1.1,0.1,"1,2",6.0,26.0,1.0,"0,21","0,00","0,21","0,21","0,21","0,23","0,01","0,25","0,23","0,25"
2168,Ruben,Vargas, SUI,"LT,AT",Augsburg, Bundesliga,25,1998,14,8,733.0,8.1,1,1,2,1,0,0,0,0,1.1,1.1,1.0,"2,1",15.0,23.0,44.0,"0,12","0,12","0,25","0,12","0,25","0,13","0,13","0,26","0,13","0,26"
2169,Johan,Vásquez, MEX,ZG,Genoa, Serie A,25,1998,17,13,1157.0,12.9,0,0,0,0,0,0,2,2,0.4,0.4,0.3,"0,7",13.0,32.0,33.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,02","0,06","0,03","0,06"
2170,José,Luis García Vayá, ESP,LT,Valencia, La Liga,25,1998,18,18,1592.0000000000002,17.7,2,0,2,0,2,2,2,2,2.0,0.4,1.9,"2,4",17.0,113.0,24.0,"0,11","0,00","0,11","0,00","0,00","0,11","0,11","0,22","0,02","0,13"
2171,Jesus,Vazquez, ESP,"ZG,LT",Valencia, La Liga,20,2003,6,2,186.0,2.1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",1.0,3.0,4.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,01"
2172,Kevin,Vázquez, ESP,ZG,Celta Vigo, La Liga,30,1993,9,9,620.0,6.9,0,0,0,0,0,0,3,3,0.0,0.0,0.2,"0,2",5.0,23.0,19.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,03","0,03","0,01","0,03"
2173,Lucas,Vázquez, ESP,ZG,Real Madrid, La Liga,32,1991,14,4,483.0,5.4,1,2,3,1,0,0,0,0,0.4,0.3,1.7,"2,0",13.0,24.0,63.0,"0,19","0,37","0,56","0,19","0,56","0,08","0,32","0,40","0,06","0,38"
2174,Matías,Vecino, URU,LT,Lazio, Serie A,32,1991,12,1,313.0,3.5,2,0,2,2,0,0,2,2,1.3,1.3,0.0,"1,3",3.0,17.0,12.0,"0,58","0,00","0,58","0,58","0,58","0,37","0,00","0,37","0,37","0,37"
2175,Gabriel,Veiga, ESP,AT,Celta Vigo, La Liga,21,2002,1,0,18.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2176,Alejo,Véliz, ARG,"AT,LT",Tottenham,Premier League,20,2003,6,0,20.0,0.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,0.0,2.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2177,Miloš,Veljković, SRB,ZG,Werder Bremen, Bundesliga,28,1995,13,12,1097.0,12.2,1,1,2,1,0,0,2,2,0.9,0.9,0.5,"1,4",7.0,47.0,7.0,"0,08","0,08","0,16","0,08","0,16","0,07","0,04","0,12","0,07","0,12"
2178,Joël,Veltman, NED,ZG,Brighton,Premier League,31,1992,16,9,914.0,10.2,0,1,1,0,0,0,1,1,0.2,0.2,0.4,"0,6",16.0,41.0,27.0,"0,00","0,10","0,10","0,00","0,10","0,02","0,04","0,06","0,02","0,06"
2179,Micky,van de Ven, NED,ZG,Tottenham,Premier League,22,2001,11,11,943.0,10.5,1,0,1,1,0,0,1,1,0.3,0.3,0.0,"0,3",9.0,34.0,1.0,"0,10","0,00","0,10","0,10","0,10","0,03","0,00","0,03","0,03","0,03"
