,Nome,Sobrenome,Nacionalidade,Posição,Clube,Liga,Idade,Ano em que nasceu,Jogos em que entrou,Jogos Iniciados,Minutos jogados,90 min jogados,Gols,Assistências,G+A,Gols Normais,Penâltis Batidos,Penâltis Tentados,Cartões Amarelos,Cartões Vermelhos,Gols esperados,Gols normais previstos,Gols Assistidos Esperados,"Gols esperados,exceto pênaltis,+gols assistidos",Carregada Progressiva,Passes Progressivos,Passes Progressivos Recebidos,Gols/90min,Assis/90min,(Gols+Assis)/90min,Gols Normais/90min,(Gols normais+Assis)/90min,Gols previstos por 90min,Gols Assistidos esperados em 90min, Gols esperados+gols previstos em 90min,Gols normais previstos em 90min,"Gols esperados,exceto pênaltis,+gols assistidos em 90min"
1983,Emran,Soglo,ENG,LT,Marseille, Ligue 1,18,2005,2,1,68.0,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0.1,"0,2",1.0,1.0,6.0,"1,32","0,00","1,32","1,32","1,32","0,11","0,19","0,30","0,11","0,30"
1984,Alex,Sola, ESP,"AT,LT",Alavés, La Liga,24,1999,14,7,624.0,6.9,0,0,0,0,0,0,1,1,0.9,0.9,1.0,"1,9",24.0,16.0,49.0,"0,00","0,00","0,00","0,00","0,00","0,13","0,14","0,28","0,13","0,28"
1985,Alex,Sola, ESP,"ZG,LT",Real Sociedad, La Liga,24,1999,2,0,30.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1.0,1.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1986,Dominic,Solanke,ENG,AT,Bournemouth,Premier League,26,1997,17,17,1515.0,16.8,11,1,12,11,0,0,1,1,9.2,9.2,1.0,"10,2",24.0,28.0,79.0,"0,65","0,06","0,71","0,65","0,71","0,55","0,06","0,61","0,55","0,61"
1987,Ola,Solbakken, NOR,AT,Roma, Serie A,25,1998,1,0,23.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1.0,0.0,4.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1988,Carlos,Soler, ESP,"ZG,LT",Paris S-G, Ligue 1,26,1997,13,5,449.0,5.0,1,2,3,1,0,0,0,0,0.6,0.6,1.7,"2,3",4.0,20.0,22.0,"0,20","0,40","0,60","0,20","0,60","0,11","0,35","0,46","0,11","0,46"
1989,Jhon,Solis, COL,"LT,AT",Girona, La Liga,19,2004,5,0,41.0,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,"0,5",2.0,3.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,95","0,08","1,03","0,95","1,03"
1990,Manor,Solomon, ISR,AT,Tottenham,Premier League,24,1999,5,2,199.0,2.2,0,2,2,0,0,0,1,1,0.4,0.4,0.8,"1,2",17.0,11.0,44.0,"0,00","0,90","0,90","0,00","0,90","0,19","0,38","0,56","0,19","0,56"
1991,Yann,Sommer, SUI,G,Inter, Serie A,35,1988,17,17,153.0,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1992,Brandon,Soppy, FRA,ZG,Torino, Serie A,21,2002,5,2,178.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,"0,1",9.0,6.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,04","0,04","0,00","0,04"
1993,David,Soria, ESP,G,Getafe, La Liga,30,1993,18,18,1620.0000000000002,18.0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1994,Alberto,Soro, ESP,LT,Granada, La Liga,24,1999,1,0,8.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,51","0,51","0,00","0,51"
1995,Alessandro,Sorrentino, ITA,G,Monza, Serie A,21,2002,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
1996,Borna,Sosa, CRO,"AT,ZG",Stuttgart, Bundesliga,25,1998,2,0,46.0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,"0,3",5.0,2.0,10.0,"0,00","0,00","0,00","0,00","0,00","0,06","0,57","0,63","0,06","0,63"
1997,Hugo,Sotelo, ESP,LT,Celta Vigo, La Liga,20,2003,8,3,308.0,3.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,"0,3",10.0,24.0,7.0,"0,00","0,00","0,00","0,00","0,00","0,04","0,04","0,08","0,04","0,08"
1998,Florian,Sotoca, FRA,"LT,AT",Lens, Ligue 1,33,1990,15,14,1199.0,13.3,3,5,8,1,2,2,2,2,3.2,1.6,2.8,"4,4",25.0,65.0,122.0,"0,23","0,38","0,60","0,08","0,45","0,24","0,21","0,45","0,12","0,33"
1999,Riccardo,Sottil, ITA,AT,Fiorentina, Serie A,24,1999,11,5,463.0,5.1,1,1,2,1,0,0,0,0,1.4,1.4,0.7,"2,2",35.0,12.0,74.0,"0,19","0,19","0,39","0,19","0,39","0,28","0,14","0,42","0,28","0,42"
2000,Tomáš,Souček, CZE,LT,West Ham,Premier League,28,1995,17,16,1346.0000000000002,15.0,4,1,5,4,0,0,2,2,3.8,3.8,0.6,"4,4",4.0,41.0,21.0,"0,27","0,07","0,33","0,27","0,33","0,25","0,04","0,29","0,25","0,29"
2001,Matìas,Soulé, ARG,"AT,LT",Frosinone, Serie A,20,2003,15,15,1304.0,14.5,6,1,7,5,1,1,2,2,4.6,3.8,3.3,"7,2",60.0,103.0,104.0,"0,41","0,07","0,48","0,35","0,41","0,32","0,23","0,55","0,27","0,49"
2002,Boubakary,Soumaré, FRA,LT,Sevilla, La Liga,24,1999,11,9,793.0,8.8,0,0,0,0,0,0,4,4,0.0,0.0,0.0,"0,1",7.0,51.0,5.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,01"
2003,Issa,Soumaré, SEN,"AT,LT",Le Havre, Ligue 1,23,2000,7,3,237.0,2.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,"1,0",4.0,4.0,18.0,"0,00","0,00","0,00","0,00","0,00","0,14","0,24","0,39","0,14","0,39"
2004,Vinicius,Souza, BRA,LT,Sheffield Utd,Premier League,24,1999,17,16,1328.9999999999998,14.8,0,0,0,0,0,0,2,2,0.2,0.2,0.0,"0,2",5.0,38.0,12.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,01","0,01","0,01"
2005,Djibril,Sow, SUI,LT,Sevilla, La Liga,26,1997,14,11,908.0,10.1,1,1,2,1,0,0,3,3,1.2,1.2,0.7,"1,9",13.0,55.0,25.0,"0,10","0,10","0,20","0,10","0,20","0,12","0,07","0,19","0,12","0,19"
2006,Saidou,Sow, GUI,ZG,Strasbourg, Ligue 1,21,2002,1,0,24.0,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2007,Çağlar,Söyüncü, TUR,ZG,Atlético Madrid, La Liga,27,1996,6,1,114.0,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",2.0,6.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2008,Stijn,Spierings, NED,LT,Toulouse, Ligue 1,27,1996,11,9,854.0,9.5,0,0,0,0,0,0,2,2,0.2,0.2,0.5,"0,7",11.0,87.0,12.0,"0,00","0,00","0,00","0,00","0,00","0,02","0,05","0,07","0,02","0,07"
2009,Stijn,Spierings, NED,LT,Lens, Ligue 1,27,1996,4,1,118.0,1.3,0,0,0,0,0,0,2,2,0.0,0.0,0.0,"0,0",0.0,9.0,4.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2010,Leonardo,Spinazzola, ITA,ZG,Roma, Serie A,30,1993,13,11,896.0,10.0,1,2,3,1,0,0,0,0,0.2,0.2,2.2,"2,4",70.0,32.0,47.0,"0,10","0,20","0,30","0,10","0,30","0,02","0,22","0,24","0,02","0,24"
2011,Marco,Sportiello, ITA,G,Milan, Serie A,31,1992,2,2,180.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2012,Anton,Stach, GER,LT,Hoffenheim, Bundesliga,25,1998,13,11,1032.9999999999998,11.5,1,0,1,1,0,0,1,1,0.8,0.8,1.5,"2,3",24.0,60.0,24.0,"0,09","0,00","0,09","0,09","0,09","0,07","0,13","0,20","0,07","0,20"
2013,Anton,Stach, GER,LT,Mainz 05, Bundesliga,25,1998,2,2,170.0,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,"0,3",3.0,8.0,10.0,"0,00","0,00","0,00","0,00","0,00","0,10","0,06","0,16","0,10","0,16"
2014,Jens,Stage, DEN,LT,Werder Bremen, Bundesliga,27,1996,16,15,1348.0,15.0,2,1,3,2,0,0,3,3,2.5,2.5,1.0,"3,5",10.0,47.0,29.0,"0,13","0,07","0,20","0,13","0,20","0,17","0,06","0,23","0,17","0,23"
2015,Josip,Stanišić, CRO,ZG,Leverkusen, Bundesliga,23,2000,6,2,255.0,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.3,"0,3",11.0,21.0,5.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,12","0,12","0,00","0,12"
2016,Carl,Starfelt, SWE,ZG,Celta Vigo, La Liga,28,1995,16,16,1358.0,15.1,1,0,1,1,0,0,2,2,1.1,1.1,0.1,"1,3",5.0,26.0,1.0,"0,07","0,00","0,07","0,07","0,07","0,07","0,01","0,08","0,07","0,08"
2017,Niklas,Stark, GER,ZG,Werder Bremen, Bundesliga,28,1995,8,6,576.0,6.4,1,0,1,1,0,0,1,1,0.2,0.2,0.0,"0,2",3.0,16.0,0.0,"0,16","0,00","0,16","0,16","0,16","0,03","0,00","0,03","0,03","0,03"
2018,Jason,Steele,ENG,G,Brighton,Premier League,33,1990,9,9,810.0,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2019,Pascal,Stenzel, GER,ZG,Stuttgart, Bundesliga,27,1996,11,10,758.0,8.4,0,3,3,0,0,0,1,1,0.2,0.2,2.0,"2,2",27.0,63.0,31.0,"0,00","0,36","0,36","0,00","0,36","0,02","0,24","0,26","0,02","0,26"
2020,Leonidas,Stergiou, SUI,ZG,Stuttgart, Bundesliga,21,2002,5,0,43.0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1.0,2.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2021,Raheem,Sterling,ENG,"AT,LT",Chelsea,Premier League,29,1994,18,16,1419.0,15.8,5,3,8,5,0,0,5,5,4.1,4.1,3.5,"7,6",92.0,53.0,189.0,"0,32","0,19","0,51","0,32","0,51","0,26","0,22","0,49","0,26","0,49"
2022,Trivante,Stewart, JAM,"AT,LT",Salernitana, Serie A,23,2000,4,0,100.0,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,"0,1",2.0,0.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,06","0,05","0,12","0,06","0,12"
2023,Angelo,Stiller, GER,LT,Hoffenheim, Bundesliga,22,2001,1,1,84.0,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",2.0,7.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,09","0,03","0,12","0,09","0,12"
2024,Angelo,Stiller, GER,LT,Stuttgart, Bundesliga,22,2001,14,13,1189.9999999999998,13.2,0,3,3,0,0,0,1,1,0.5,0.5,2.4,"2,9",14.0,96.0,30.0,"0,00","0,23","0,23","0,00","0,23","0,04","0,18","0,22","0,04","0,22"
2025,Kevin,Stöger, AUT,LT,Bochum, Bundesliga,30,1993,15,15,1186.0,13.2,4,3,7,1,3,3,5,5,3.7,1.3,3.2,"4,6",36.0,130.0,47.0,"0,30","0,23","0,53","0,08","0,30","0,28","0,25","0,53","0,10","0,35"
2026,Filip,Stojilković, SUI,"AT,LT",Darmstadt 98, Bundesliga,23,2000,6,0,154.0,1.7,0,0,0,0,0,0,1,1,0.2,0.2,0.0,"0,2",4.0,3.0,10.0,"0,00","0,00","0,00","0,00","0,00","0,11","0,00","0,11","0,11","0,11"
2027,John,Stones,ENG,"LT,ZG",Manchester City,Premier League,29,1994,7,4,370.0,4.1,0,0,0,0,0,0,1,1,0.0,0.0,0.1,"0,1",4.0,9.0,7.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,03","0,00","0,03"
2028,Thomas,Strakosha, ALB,G,Brentford,Premier League,28,1995,2,1,135.0,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2029,Jørgen,Strand Larsen, NOR,AT,Celta Vigo, La Liga,23,2000,18,18,1409.0,15.7,7,0,7,7,0,0,2,2,7.2,7.2,0.7,"7,9",18.0,11.0,77.0,"0,45","0,00","0,45","0,45","0,45","0,46","0,04","0,50","0,46","0,50"
2030,Gabriel,Strefezza, BRA,AT,Lecce, Serie A,26,1997,16,11,942.0,10.5,1,0,1,0,1,1,3,3,2.4,1.6,1.0,"2,6",30.0,44.0,71.0,"0,10","0,00","0,10","0,00","0,00","0,23","0,10","0,33","0,16","0,25"
2031,Kevin,Strootman, NED,LT,Genoa, Serie A,33,1990,10,8,556.0,6.2,0,2,2,0,0,0,2,2,0.1,0.1,1.0,"1,1",6.0,22.0,6.0,"0,00","0,32","0,32","0,00","0,32","0,01","0,16","0,17","0,01","0,17"
2032,Cristhian,Stuani, URU,AT,Girona, La Liga,37,1986,17,5,574.0,6.4,6,2,8,6,0,0,5,5,6.1,6.1,1.3,"7,4",2.0,2.0,19.0,"0,94","0,31","1,25","0,94","1,25","0,96","0,21","1,17","0,96","1,17"
2033,Álex,Suárez, ESP,ZG,Las Palmas, La Liga,30,1993,14,13,1108.0,12.3,0,0,0,0,0,0,2,2,0.1,0.1,0.1,"0,2",12.0,42.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,02","0,01","0,02"
2034,Damián,Suárez, URU,ZG,Getafe, La Liga,35,1988,14,13,1141.0,12.7,0,2,2,0,0,0,6,6,0.3,0.3,0.8,"1,2",16.0,49.0,41.0,"0,00","0,16","0,16","0,00","0,16","0,03","0,07","0,09","0,03","0,09"
2035,Denis,Suárez, ESP,"LT,AT",Villarreal, La Liga,29,1994,4,1,133.0,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,"0,4",4.0,13.0,7.0,"0,00","0,00","0,00","0,00","0,00","0,06","0,18","0,24","0,06","0,24"
2036,Gabriel,Suazo, CHI,ZG,Toulouse, Ligue 1,26,1997,16,14,1228.0,13.6,0,2,2,0,0,0,3,3,0.4,0.4,1.9,"2,3",28.0,69.0,76.0,"0,00","0,15","0,15","0,00","0,15","0,03","0,14","0,17","0,03","0,17"
2037,Isaac,Success, NGA,AT,Udinese, Serie A,27,1996,15,7,650.0,7.2,0,1,1,0,0,1,2,2,2.2,1.4,0.9,"2,4",13.0,13.0,40.0,"0,00","0,14","0,14","0,00","0,14","0,31","0,13","0,44","0,20","0,33"
2038,Niklas,Süle, GER,ZG,Dortmund, Bundesliga,28,1995,11,4,617.0,6.9,1,0,1,1,0,0,0,0,0.3,0.3,0.1,"0,4",12.0,43.0,6.0,"0,15","0,00","0,15","0,15","0,15","0,04","0,02","0,06","0,04","0,06"
2039,Ibrahim,Sulemana, GHA,LT,Cagliari, Serie A,20,2003,9,7,580.0,6.4,0,0,0,0,0,0,3,3,0.2,0.2,0.1,"0,4",6.0,11.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,04","0,02","0,06","0,04","0,06"
2040,Tomáš,Suslov, SVK,"LT,AT",Hellas Verona, Serie A,21,2002,12,8,711.0,7.9,0,2,2,0,0,0,3,3,0.6,0.5,1.7,"2,2",10.0,18.0,23.0,"0,00","0,25","0,25","0,00","0,25","0,08","0,22","0,30","0,06","0,28"
2041,Mattias,Svanberg, SWE,LT,Wolfsburg, Bundesliga,24,1999,15,15,1203.0,13.4,1,3,4,1,0,0,4,4,2.1,2.1,1.4,"3,4",19.0,62.0,35.0,"0,07","0,22","0,30","0,07","0,30","0,15","0,10","0,26","0,15","0,26"
2042,Williot,Swedberg, SWE,"AT,LT",Celta Vigo, La Liga,19,2004,6,0,53.0,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,"0,3",2.0,1.0,5.0,"1,70","0,00","1,70","1,70","1,70","0,50","0,00","0,50","0,50","0,50"
2043,Abakar,Sylla, CIV,ZG,Strasbourg, Ligue 1,21,2002,10,8,777.0,8.6,1,0,1,1,0,0,2,2,0.4,0.4,0.3,"0,7",1.0,21.0,1.0,"0,12","0,00","0,12","0,12","0,12","0,05","0,04","0,09","0,05","0,09"
2044,Dembo,Sylla, GUI,ZG,Lorient, Ligue 1,21,2002,1,0,45.0,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",0.0,1.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,21","0,00","0,21","0,21","0,21"
2045,Issiaga,Sylla, GUI,ZG,Montpellier, Ligue 1,29,1994,9,9,722.0,8.0,0,0,0,0,0,0,1,1,0.3,0.3,0.9,"1,2",10.0,21.0,22.0,"0,00","0,00","0,00","0,00","0,00","0,04","0,11","0,15","0,04","0,15"
2046,Mamadou,Sylla, SEN,"AT,LT",Alavés, La Liga,29,1994,2,0,18.0,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,1.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2047,Attila,Szalai, HUN,ZG,Hoffenheim, Bundesliga,25,1998,4,4,288.0,3.2,0,0,0,0,0,0,1,1,0.0,0.0,0.5,"0,5",2.0,13.0,3.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,16","0,16","0,00","0,16"
2048,Wojciech,Szczęsny, POL,G,Juventus, Serie A,33,1990,15,15,135.0,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2049,Dominik,Szoboszlai, HUN,LT,Liverpool,Premier League,23,2000,18,18,1502.0,16.7,2,2,4,2,0,0,1,1,1.7,1.7,4.0,"5,7",51.0,108.0,102.0,"0,12","0,12","0,24","0,12","0,24","0,10","0,24","0,34","0,10","0,34"
2050,Przemysław,Szymiński, POL,LT,Frosinone, Serie A,29,1994,1,0,9.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2051,Alexander,Sørloth, NOR,AT,Villarreal, La Liga,28,1995,16,14,1128.0,12.5,6,2,8,6,0,0,1,1,5.1,5.1,1.1,"6,2",20.0,13.0,60.0,"0,48","0,16","0,64","0,48","0,64","0,41","0,08","0,49","0,41","0,49"
2052,Musa,Al-Taamari, JOR,AT,Montpellier, Ligue 1,26,1997,16,15,1268.0,14.1,3,1,4,3,0,0,0,0,2.7,2.7,2.5,"5,2",53.0,38.0,111.0,"0,21","0,07","0,28","0,21","0,28","0,19","0,18","0,37","0,19","0,37"
2053,Nicolás,Tagliafico, ARG,ZG,Lyon, Ligue 1,31,1992,14,14,123.0,13.7,1,0,1,1,0,0,4,4,0.9,0.9,0.7,"1,6",17.0,47.0,65.0,"0,07","0,00","0,07","0,07","0,07","0,07","0,05","0,12","0,07","0,12"
2054,Jonathan,Tah, GER,ZG,Leverkusen, Bundesliga,27,1996,15,15,1307.0,14.5,3,0,3,3,0,0,4,4,1.2,1.2,0.1,"1,3",8.0,53.0,1.0,"0,21","0,00","0,21","0,21","0,21","0,09","0,00","0,09","0,09","0,09"
2055,Montassar,Talbi, TUN,ZG,Lorient, Ligue 1,25,1998,17,17,153.0,17.0,0,0,0,0,0,0,2,2,0.5,0.5,0.1,"0,6",10.0,68.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,01","0,04","0,03","0,04"
2056,Adrien,Tameze, CMR,"ZG,LT",Torino, Serie A,29,1994,15,13,1119.0,12.4,0,2,2,0,0,0,4,4,0.2,0.2,1.1,"1,2",8.0,49.0,21.0,"0,00","0,16","0,16","0,00","0,16","0,01","0,09","0,10","0,01","0,10"
2057,Renato,Tapia, PER,LT,Celta Vigo, La Liga,28,1995,10,6,559.0,6.2,0,0,0,0,0,0,3,3,0.5,0.5,0.1,"0,6",6.0,29.0,5.0,"0,00","0,00","0,00","0,00","0,00","0,08","0,02","0,10","0,08","0,10"
2058,Edmond,Tapsoba, BFA,ZG,Leverkusen, Bundesliga,24,1999,14,13,1173.0,13.0,0,0,0,0,0,0,3,3,0.6,0.6,0.8,"1,4",27.0,85.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,05","0,06","0,11","0,05","0,11"
2059,Matt,Targett,ENG,ZG,Newcastle Utd,Premier League,28,1995,3,1,78.0,0.9,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",1.0,2.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,03","0,00","0,03"
2060,Oussama,Targhalline, MAR,LT,Le Havre, Ligue 1,21,2002,4,3,257.0,2.9,0,0,0,0,0,0,2,2,0.0,0.0,0.2,"0,2",11.0,26.0,6.0,"0,00","0,00","0,00","0,00","0,00","0,01","0,07","0,08","0,01","0,08"
2061,James,Tarkowski,ENG,ZG,Everton,Premier League,31,1992,18,18,1619.0,18.0,1,1,2,1,0,0,2,2,1.1,1.1,0.7,"1,8",5.0,61.0,12.0,"0,06","0,06","0,11","0,06","0,11","0,06","0,04","0,10","0,06","0,10"
2062,César,Tárrega, ESP,ZG,Valencia, La Liga,21,2002,1,0,8.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2063,Nuno,Tavares, POR,ZG,Nott'ham Forest,Premier League,23,2000,3,1,95.0,1.1,0,0,0,0,0,0,2,2,0.0,0.0,0.0,"0,0",3.0,1.0,1.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2064,Marcus,Tavernier,ENG,AT,Bournemouth,Premier League,24,1999,14,12,993.0,11.0,2,3,5,2,0,0,1,1,2.3,2.3,2.8,"5,1",38.0,35.0,64.0,"0,18","0,27","0,45","0,18","0,45","0,21","0,26","0,46","0,21","0,46"
2065,Charlie,Taylor,ENG,ZG,Burnley,Premier League,30,1993,14,14,126.0,14.0,1,1,2,1,0,0,5,5,0.1,0.1,0.3,"0,4",14.0,50.0,29.0,"0,07","0,07","0,14","0,07","0,14","0,01","0,02","0,03","0,01","0,03"
2066,Loum,Tchaouna, FRA,"AT,LT",Salernitana, Serie A,20,2003,12,4,453.0,5.0,0,1,1,0,0,0,1,1,0.3,0.3,0.4,"0,6",20.0,12.0,28.0,"0,00","0,20","0,20","0,00","0,20","0,05","0,07","0,12","0,05","0,12"
2067,Jackson,Tchatchoua, BEL,ZG,Hellas Verona, Serie A,22,2001,9,5,521.0,5.8,0,2,2,0,0,0,0,0,0.0,0.0,0.8,"0,8",13.0,21.0,27.0,"0,00","0,35","0,35","0,00","0,35","0,00","0,13","0,13","0,00","0,13"
2068,Enzo,Tchato, CMR,"ZG,LT",Montpellier, Ligue 1,21,2002,6,3,327.0,3.6,0,0,0,0,0,0,1,1,0.1,0.1,0.0,"0,1",13.0,6.0,18.0,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,04","0,03","0,04"
2069,Aurélien,Tchouaméni, FRA,"LT,ZG",Real Madrid, La Liga,23,2000,13,10,889.0,9.9,1,0,1,1,0,0,3,3,0.7,0.7,0.3,"1,0",13.0,71.0,11.0,"0,10","0,00","0,10","0,10","0,10","0,07","0,03","0,10","0,07","0,10"
2070,Mathys,Tel, FRA,"AT,LT",Bayern Munich, Bundesliga,18,2005,11,0,213.0,2.4,3,2,5,3,0,0,1,1,0.7,0.7,0.3,"1,0",10.0,5.0,26.0,"1,27","0,85","2,11","1,27","2,11","0,29","0,14","0,43","0,29","0,43"
2071,Nathan,Tella, NGA,ZG,Leverkusen, Bundesliga,24,1999,8,0,79.0,0.9,1,0,1,1,0,0,0,0,0.1,0.1,0.5,"0,7",3.0,6.0,11.0,"1,14","0,00","1,14","1,14","1,14","0,17","0,61","0,78","0,17","0,78"
2072,Nahuel,Tenaglia, ARG,"ZG,AT",Alavés, La Liga,27,1996,9,2,207.0,2.3,0,0,0,0,0,0,2,2,0.1,0.1,0.1,"0,2",5.0,6.0,7.0,"0,00","0,00","0,00","0,00","0,00","0,04","0,03","0,07","0,04","0,07"
2073,Arnau,Tenas, ESP,G,Paris S-G, Ligue 1,22,2001,3,2,259.0,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2074,Marc-André,ter Stegen, GER,G,Barcelona, La Liga,31,1992,13,13,117.0,13.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,"0,0",0.0,1.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
2075,Filippo,Terracciano, ITA,ZG,Hellas Verona, Serie A,20,2003,17,14,1264.9999999999998,14.1,0,1,1,0,0,0,1,1,0.3,0.3,1.0,"1,3",24.0,47.0,26.0,"0,00","0,07","0,07","0,00","0,07","0,02","0,07","0,09","0,02","0,09"
2076,Pietro,Terracciano, ITA,G,Fiorentina, Serie A,33,1990,15,15,135.0,15.0,0,0,0,0,0,0,2,2,0.0,0.0,0.2,"0,2",0.0,0.0,0.0,"0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,01"
2077,Ramón,Terrats, ESP,LT,Villarreal, La Liga,23,2000,13,4,528.0,5.9,0,1,1,0,0,0,2,2,0.3,0.3,0.8,"1,1",6.0,24.0,36.0,"0,00","0,17","0,17","0,00","0,17","0,05","0,14","0,19","0,05","0,19"
2078,Martin,Terrier, FRA,"LT,AT",Rennes, Ligue 1,26,1997,9,6,467.0,5.2,0,1,1,0,0,0,0,0,0.5,0.5,0.7,"1,3",11.0,21.0,30.0,"0,00","0,19","0,19","0,00","0,19","0,10","0,14","0,24","0,10","0,24"
2079,Kenny,Tete, NED,ZG,Fulham,Premier League,28,1995,7,6,531.0,5.9,1,0,1,1,0,0,2,2,0.7,0.7,0.1,"0,8",12.0,27.0,28.0,"0,17","0,00","0,17","0,17","0,17","0,13","0,01","0,14","0,13","0,14"
2080,Benjamin,Tetteh, GHA,AT,Metz, Ligue 1,26,1997,8,1,219.0,2.4,0,0,0,0,0,0,2,2,0.3,0.3,0.0,"0,3",3.0,6.0,8.0,"0,00","0,00","0,00","0,00","0,00","0,11","0,00","0,11","0,11","0,11"
2081,Teddy,Teuma, MLT,LT,Reims, Ligue 1,30,1993,15,13,1134.0,12.6,4,2,6,3,1,1,4,4,2.2,1.4,2.6,"4,0",18.0,85.0,67.0,"0,32","0,16","0,48","0,24","0,40","0,17","0,21","0,38","0,11","0,32"
